BinarySearch
N		T[ms]		Stdev[ms]	Samples
10000	0.000300	0.000196	50
20000	0.000322	0.000137	50
30000	0.000344	0.000179	50
40000	0.000312	0.000114	50
50000	0.000336	0.000143	50
60000	0.000562	0.000602	50
70000	0.000766	0.000918	50
80000	0.000706	0.000280	50
90000	0.000682	0.002172	50
100000	0.000526	0.000591	50
