BinarySearchTree
N		T[ms]		Stdev[ms]	Samples
1000	0.000022	0.000004	50
2000	0.000026	0.000004	50
3000	0.000026	0.000005	50
4000	0.000028	0.000004	50
5000	0.000033	0.000005	50
6000	0.000031	0.000005	50
7000	0.000030	0.000007	50
8000	0.000034	0.000003	50
9000	0.000033	0.000005	50
10000	0.000032	0.000003	50
