HashTable
N		T[ms]		Stdev[ms]	Samples
10000	0.000162	0.000078	50
20000	0.000218	0.000238	50
30000	0.000342	0.000238	50
40000	0.000404	0.000193	50
50000	0.000442	0.000211	50
60000	0.000996	0.001107	50
70000	0.001312	0.002197	50
80000	0.000512	0.000220	50
90000	0.000634	0.000236	50
100000	0.000604	0.000174	50
