InsertionSortRandom
N		T[ms]		Stdev[ms]	Samples
2000	6.284260	0.316950	5
4000	28.715240	0.583048	5
6000	61.742440	1.202067	5
8000	105.982980	3.640214	5
10000	166.574760	7.062074	5
12000	247.900800	6.368657	5
14000	325.657160	9.591498	5
16000	431.967980	12.903537	5
18000	549.590420	13.055746	5
20000	679.662320	15.142336	5
