stdSortRandom
N		T[ms]		Stdev[ms]	Samples
2000	0.398320	0.010862	5
4000	1.030580	0.209693	5
6000	1.375700	0.009097	5
8000	1.785700	0.043507	5
10000	2.546180	0.029366	5
12000	2.930620	0.019122	5
14000	3.844920	0.509273	5
16000	3.724520	0.199715	5
18000	4.692780	0.094722	5
20000	5.237060	0.044776	5
