QuickSortFalling
N		T[ms]		Stdev[ms]	Samples
2000	20.662780	1.139261	5
4000	70.812860	5.349839	5
6000	150.909480	5.682628	5
8000	264.828240	3.940326	5
10000	435.234660	23.602285	5
12000	597.818160	12.298251	5
14000	800.965100	5.781788	5
16000	1058.933740	14.633945	5
18000	1335.446980	16.047733	5
20000	1612.082200	21.293779	5
